"id","tx","val"
1,"F",26.64312509726733
1,"F",26.538505536441757
1,"F",25.248571051368547
1,"F",23.371723050860965
1,"F",24.816553935220405
1,"F",24.910550890253127
1,"F",27.15813161685879
1,"F",26.438968255866474
1,"F",26.293696418907217
1,"F",25.075524105762497
2,"F",36.33558962587267
2,"F",35.00342784248788
2,"F",36.7816959954437
2,"F",35.724050315364835
2,"F",34.395910191495545
2,"F",35.189592444476155
2,"F",34.268497433487234
2,"F",33.54366600332579
2,"F",34.13499719501461
2,"F",33.98787404661727
3,"F",18.47238726913929
3,"F",17.733833390605067
3,"F",17.65085396693101
3,"F",19.39997833484301
3,"F",20.686230664763308
3,"F",22.29851998497471
3,"F",22.84819617025229
3,"F",21.44447939959822
3,"F",21.179693568462067
3,"F",22.730236691855318
4,"E",15.334265388548374
4,"E",14.362374742064082
4,"E",13.774054974835144
4,"E",12.527850160503307
4,"E",12.770765333074156
4,"E",11.861356191077284
4,"E",10.182561255068551
4,"E",10.900679457459686
4,"E",9.335179104988384
4,"E",8.861969815543304
5,"F",35.07063433993608
5,"F",35.14334733915814
5,"F",34.68509521355606
5,"F",34.481396681859614
5,"F",36.571366773072455
5,"F",35.882914919691515
5,"F",33.562927360955285
5,"F",35.855866846551294
5,"F",34.0259951988519
5,"F",35.51664039344328
6,"E",14.247755428776145
6,"E",13.620160539560882
6,"E",14.4872907200416
6,"E",12.9703857354664
6,"E",12.326939039138017
6,"E",15.88265647623533
6,"E",14.11534496426326
6,"E",13.34164576164538
6,"E",15.529206936156788
6,"E",15.106242886830357
7,"E",38.66616590414196
7,"E",38.13602120004741
7,"E",38.359815172889626
7,"E",37.367246423747424
7,"E",36.88017491270776
7,"E",35.5262844036866
7,"E",34.70611949077247
7,"E",35.88587348780399
7,"E",34.613553452943314
7,"E",33.47137417183591
8,"F",36.40528611373156
8,"F",37.12632779118532
8,"F",37.26184200515876
8,"F",36.76322837516408
8,"F",37.97380984832325
8,"F",36.44681590863454
8,"F",36.511388302686555
8,"F",35.52811997370223
8,"F",37.47369228351709
8,"F",36.37137299987589
9,"F",31.940307047218084
9,"F",32.23116209239273
9,"F",32.22198248097115
9,"F",32.050337359455064
9,"F",29.50501787490246
9,"F",30.48420813912544
9,"F",29.23335350657381
9,"F",31.162465740323714
9,"F",28.745642314038967
9,"F",29.32124197337891
10,"F",28.95132631715387
10,"F",29.059283934871125
10,"F",28.846693658105696
10,"F",29.264704926761024
10,"F",29.32858944537269
10,"F",28.977658012605826
10,"F",31.1292696953934
10,"F",29.901503136180676
10,"F",30.323246255431854
10,"F",30.698458886781545
11,"F",18.3121011601761
11,"F",17.20930306499808
11,"F",17.051054090236093
11,"F",17.788582432590626
11,"F",19.686880391175464
11,"F",21.558305378646683
11,"F",21.242879525506556
11,"F",22.17899329551208
11,"F",21.380074998560335
11,"F",22.863368725970535
12,"E",32.708663805387914
12,"E",32.644078302786596
12,"E",31.47026965286951
12,"E",33.176867840605766
12,"E",32.77665668463482
12,"E",30.612153978506058
12,"E",32.94171427479615
12,"E",31.74204074189737
12,"E",33.672774662605065
12,"E",31.732992753544192
13,"E",37.07518852222711
13,"E",36.106213778933004
13,"E",38.69685280201403
13,"E",36.70698328994562
13,"E",36.06770301611483
13,"E",37.31238429785651
13,"E",37.25949791541007
13,"E",35.134417039983326
13,"E",36.54557105746452
13,"E",35.60698166834425
14,"F",20.244970735162497
14,"F",19.340517202814212
14,"F",19.51805279838414
14,"F",18.84151049675075
14,"F",18.993915639394196
14,"F",16.984235884164473
14,"F",17.00326145323367
14,"F",16.20596063504304
14,"F",17.0866570875127
14,"F",15.259948678497011
15,"E",26.429870479740202
15,"E",27.508610059692174
15,"E",26.358908071496636
15,"E",25.84533403288375
15,"E",24.238000407596235
15,"E",24.218710625496783
15,"E",23.80798684183777
15,"E",20.7378740702407
15,"E",22.389345659569333
15,"E",22.2690626656774
16,"F",24.170187403447926
16,"F",21.932919300145766
16,"F",24.095277011125944
16,"F",21.473361381861107
16,"F",22.46294378402125
16,"F",20.955358619646876
16,"F",24.051694079899715
16,"F",22.85543429241568
16,"F",21.22225799375781
16,"F",21.22524254723186
17,"E",28.104623476043344
17,"E",27.94668244764293
17,"E",28.62214749153879
17,"E",28.20111405882963
17,"E",30.772894453570554
17,"E",29.541882577966998
17,"E",28.516586719679818
17,"E",29.286695550229425
17,"E",30.64339214777393
17,"E",29.684826337437688
18,"E",32.746768542565405
18,"E",33.08335290367049
18,"E",33.6770135225042
18,"E",30.959605583712445
18,"E",31.61991502045375
18,"E",31.460619579894086
18,"E",32.69972155344411
18,"E",30.238159417674197
18,"E",31.292157447263936
18,"E",31.614462404164602
19,"E",30.98883376456797
19,"E",31.32561300807897
19,"E",30.928339219682783
19,"E",31.68818348431803
19,"E",31.95053233754075
19,"E",31.75967964103438
19,"E",31.658252044840552
19,"E",31.653625136883303
19,"E",31.074541299574573
19,"E",32.34587692668397
20,"E",22.136453217826784
20,"E",22.607598146120957
20,"E",22.42350441749376
20,"E",23.391168229939517
20,"E",22.045737938414067
20,"E",19.76890579394729
20,"E",21.233739490781755
20,"E",20.70383322119014
20,"E",21.4604102979117
20,"E",19.949481488642856
21,"F",21.36760880611837
21,"F",21.32138173007304
21,"F",20.28914294494024
21,"F",19.893366114533965
21,"F",20.125171305663564
21,"F",18.53129108063221
21,"F",18.68965010257217
21,"F",17.246436747120857
21,"F",17.76036799357549
21,"F",16.642644439071876
22,"F",32.96796797774732
22,"F",35.028336881412784
22,"F",34.010730185755506
22,"F",32.955900521189434
22,"F",35.30450660367244
22,"F",35.970096131861645
22,"F",36.49418303960124
22,"F",36.40439187558237
22,"F",36.57655299101591
22,"F",38.220128554359654
23,"F",26.185263459570706
23,"F",27.15950220432676
23,"F",27.397191598457805
23,"F",25.120083977906813
23,"F",26.716370344496855
23,"F",25.142900500793804
23,"F",25.516262226046354
23,"F",25.24591195422105
23,"F",24.68344337370261
23,"F",25.38371918519572
24,"F",36.143256252631545
24,"F",35.893483381337994
24,"F",36.41783703395486
24,"F",37.50042804329891
24,"F",37.40225956610021
24,"F",38.269410653815285
24,"F",37.64416563172117
24,"F",38.61992711570247
24,"F",39.7338419820086
24,"F",39.366935896645494
25,"F",33.26760318130255
25,"F",32.65774201927005
25,"F",32.781319569078114
25,"F",32.815975479456654
25,"F",32.83582497133981
25,"F",31.804512633145595
25,"F",32.32163288635605
25,"F",32.513214451535276
25,"F",29.460090087875475
25,"F",31.654453770054495
26,"E",39.002731126733124
26,"E",39.56127697084136
26,"E",38.24147745820551
26,"E",37.49136830986314
26,"E",39.39090603480623
26,"E",38.44313129925077
26,"E",39.66103463650783
26,"E",39.72246811427871
26,"E",39.642548882889734
26,"E",38.5806710264807
27,"E",35.36424264591187
27,"E",37.18312311873093
27,"E",33.45411884088864
27,"E",32.9579620695379
27,"E",31.542706939205246
27,"E",31.890870291368017
27,"E",30.77594187698328
27,"E",30.26906079732025
27,"E",28.06219135639185
27,"E",28.444576274694526
28,"F",35.43703409284353
28,"F",36.20900664084742
28,"F",37.455143759586115
28,"F",37.90110496803237
28,"F",36.1565896766994
28,"F",34.18231864974677
28,"F",37.18518561047298
28,"F",36.44576884717324
28,"F",38.68585355745426
28,"F",37.19707425045604
29,"F",19.489078524522483
29,"F",20.678371060892847
29,"F",20.528850388562752
29,"F",19.607711031521497
29,"F",20.43384641798236
29,"F",21.165158944515092
29,"F",21.843263822219356
29,"F",20.269427350189062
29,"F",20.1993696854493
29,"F",20.9210636347142
30,"E",16.926109831780195
30,"E",17.43848806994399
30,"E",16.434963553110773
30,"E",14.587555809327782
30,"E",12.821943330993243
30,"E",14.710512025208875
30,"E",12.913114271942906
30,"E",15.735659904810024
30,"E",15.065599613442902
30,"E",12.34731349484355
